capabilityId,sourceId,unitCode,unitTitle,grade,semester,knowledgePointId,knowledgePointName,questionType,effectiveQuestionType,questionForm,questionFormLabel,patternGroupId,basePatternGroupId,patternSpecId,depthModes,contextModes,selectionModes,surfaceId,surfaceRouteId,surfaceStatus,generatorConsumer,validatorConsumer,contextLineage,htmlRouteId,pdfRouteId,defaultQuestionCount,declaredUiMaxQuestionCount,verifiedMaxQuestionCount,capacityEvidence,evidenceLevel,compatibilityPolicy,compatibilityStatus,normalizationEvidence
pgc_g3b_u04_3b04_504b263002bb2de6,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_divide_then_add,先平均分再加上原有數量,APPLICATION,APPLICATION,application_word_problem,先平均分再加上原有數量（應用題）,pg_g3b_u04_divide_then_add,pg_g3b_u04_divide_then_add,ps_g3b_u04_div_add_shared_cost_plus_personal_purchase,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_51bc85ba19fdfbc1,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_multiplicative_quantity_chain,倍數關係推算最後數量,APPLICATION,APPLICATION,application_word_problem,倍數關係推算最後數量（應用題）,pg_g3b_u04_multiplicative_quantity_chain,pg_g3b_u04_multiplicative_quantity_chain,ps_g3b_u04_quantity_chain_personal_quantity_ratio_chain,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_52f8665d2f0fc2dc,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_subtract_then_divide,先扣除再平均分或分組,APPLICATION,APPLICATION,application_word_problem,先扣除再平均分或分組（應用題）,pg_g3b_u04_subtract_then_divide,pg_g3b_u04_subtract_then_divide,ps_g3b_u04_sub_div_reserved_amount_then_distribute,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_53599f2e6bfa7501,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_multiplicative_quantity_chain,倍數關係推算最後數量,APPLICATION,APPLICATION,application_word_problem,倍數關係推算最後數量（應用題）,pg_g3b_u04_multiplicative_quantity_chain,pg_g3b_u04_multiplicative_quantity_chain,ps_g3b_u04_quantity_chain_age_ratio_chain,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_5dd332023941bf35,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_divide_then_add,先平均分再加上原有數量,APPLICATION,APPLICATION,application_word_problem,先平均分再加上原有數量（應用題）,pg_g3b_u04_divide_then_add,pg_g3b_u04_divide_then_add,ps_g3b_u04_div_add_distributed_resources_plus_existing_per_group,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_5fd9217c0444f667,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_consecutive_multiplication,連續乘法兩步驟,NUMERIC,REPRESENTATION,numeric,連續乘法兩步驟（計算題）,pg_g3b_u04_consecutive_multiplication_numeric,pg_g3b_u04_consecutive_multiplication_numeric,ps_g3b_u04_consecutive_multiplication,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,SUBTYPE_REPRESENTATION_MAPPED_TO_UI_NUMERIC
pgc_g3b_u04_3b04_6a66516c70e49092,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_combined_inventory_equal_distribution,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_6c3a0cc2509ec2d2,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_subtract_then_divide,先扣除再平均分或分組,APPLICATION,APPLICATION,application_word_problem,先扣除再平均分或分組（應用題）,pg_g3b_u04_subtract_then_divide,pg_g3b_u04_subtract_then_divide,ps_g3b_u04_sub_div_reserved_amount_then_distribute,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_6eb6fe40b2da8064,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_combined_liquid_equal_portions,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_704335743a967824,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_subtract_then_divide,先扣除再平均分或分組,APPLICATION,APPLICATION,application_word_problem,先扣除再平均分或分組（應用題）,pg_g3b_u04_subtract_then_divide,pg_g3b_u04_subtract_then_divide,ps_g3b_u04_sub_div_absent_participants_then_group,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_7214824dbfafacef,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_consecutive_multiplication,連續乘法兩步驟,APPLICATION,APPLICATION,application_word_problem,連續乘法兩步驟（應用題）,pg_g3b_u04_consecutive_multiplication_application,pg_g3b_u04_consecutive_multiplication_application,ps_g3b_u04_consecutive_units_per_group_per_container,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_7cfb2adc38ebd3eb,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_multiply_then_divide_average_unit_price,先算總價再求平均價格,APPLICATION,APPLICATION,application_word_problem,先算總價再求平均價格（應用題）,pg_g3b_u04_multiply_then_divide_average_unit_price,pg_g3b_u04_multiply_then_divide_average_unit_price,ps_g3b_u04_mul_div_bulk_repack_average_cost,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_81b6692d610816ee,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_multiplicative_quantity_chain,倍數關係推算最後數量,APPLICATION,APPLICATION,application_word_problem,倍數關係推算最後數量（應用題）,pg_g3b_u04_multiplicative_quantity_chain,pg_g3b_u04_multiplicative_quantity_chain,ps_g3b_u04_quantity_chain_price_equivalence_chain,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_8421fef9d4900ef1,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_consecutive_multiplication,連續乘法兩步驟,APPLICATION,APPLICATION,application_word_problem,連續乘法兩步驟（應用題）,pg_g3b_u04_consecutive_multiplication_application,pg_g3b_u04_consecutive_multiplication_application,ps_g3b_u04_consecutive_items_per_row_per_box,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_88d4f368cf986e7e,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_group_total_minus_remaining,先分組再扣除剩餘組數,APPLICATION,APPLICATION,application_word_problem,先分組再扣除剩餘組數（應用題）,pg_g3b_u04_group_total_minus_remaining,pg_g3b_u04_group_total_minus_remaining,ps_g3b_u04_group_minus_remaining_packaged_total_minus_remaining_sold,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_8ab72971ee5306cb,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_divide_then_add,先平均分再加上原有數量,APPLICATION,APPLICATION,application_word_problem,先平均分再加上原有數量（應用題）,pg_g3b_u04_divide_then_add,pg_g3b_u04_divide_then_add,ps_g3b_u04_div_add_shared_cost_plus_personal_purchase,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_8c167e94e1f2e0e0,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_consecutive_multiplication,連續乘法兩步驟,APPLICATION,APPLICATION,application_word_problem,連續乘法兩步驟（應用題）,pg_g3b_u04_consecutive_multiplication_application,pg_g3b_u04_consecutive_multiplication_application,ps_g3b_u04_consecutive_unit_price_items_per_pack_packs,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_8ef57ac8281ad2ad,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_joint_purchase_equal_share,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_8fcc83287096ba03,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_promotion_total_equal_share,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_8fe5211f4fed3d30,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_pooled_money_unit_price,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_901ba0861d8268f8,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_pooled_money_unit_price,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_9486a816e6ab04de,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_subtract_then_divide,先扣除再平均分或分組,APPLICATION,APPLICATION,application_word_problem,先扣除再平均分或分組（應用題）,pg_g3b_u04_subtract_then_divide,pg_g3b_u04_subtract_then_divide,ps_g3b_u04_sub_div_used_amount_then_share,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_976550983af21fd7,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_group_total_minus_remaining,先分組再扣除剩餘組數,APPLICATION,APPLICATION,application_word_problem,先分組再扣除剩餘組數（應用題）,pg_g3b_u04_group_total_minus_remaining,pg_g3b_u04_group_total_minus_remaining,ps_g3b_u04_group_minus_remaining_packaged_total_minus_remaining_sold,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_9dd9ebb45050053f,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_multiplicative_quantity_chain,倍數關係推算最後數量,APPLICATION,APPLICATION,application_word_problem,倍數關係推算最後數量（應用題）,pg_g3b_u04_multiplicative_quantity_chain,pg_g3b_u04_multiplicative_quantity_chain,ps_g3b_u04_quantity_chain_age_ratio_chain,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_9f4a278738c347b9,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_add_then_divide,先合併再平均分,APPLICATION,APPLICATION,application_word_problem,先合併再平均分（應用題）,pg_g3b_u04_add_then_divide,pg_g3b_u04_add_then_divide,ps_g3b_u04_add_divide_promotion_total_equal_share,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3b_u04_3b04_a47b9ec7b3a3e9e8,g3b_u04_3b04,3B-U04,兩步驟計算,3,lower,kp_g3b_u04_consecutive_multiplication,連續乘法兩步驟,APPLICATION,APPLICATION,application_word_problem,連續乘法兩步驟（應用題）,pg_g3b_u04_consecutive_multiplication_application,pg_g3b_u04_consecutive_multiplication_application,ps_g3b_u04_consecutive_unit_price_items_per_pack_packs,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,GLOBAL_PRIMARY_R07_AUTHORITATIVE_CONSUMER_CUTOVER,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
